,bug_cnt
2996,1
2997,1
2998,0
2999,2
3000,0
3001,0
3002,0
3003,0
3004,0
3005,1
3006,0
3007,2
3008,0
3009,0
3010,5
3011,0
3012,3
3013,1
3014,3
3015,1
3016,5
3017,1
3018,2
3019,3
3020,3
3021,0
3022,0
3023,0
3024,0
3025,2
3026,4
3027,1
3028,0
3029,0
3030,1
3031,1
3032,0
3033,0
3034,2
3035,3
3036,3
3037,1
3038,3
3039,2
3040,2
3041,1
3042,0
3043,1
3044,1
3045,1
3046,1
3047,1
3048,0
3049,0
3050,3
3051,2
3052,0
3053,4
3054,2
3055,0
3056,1
3057,2
3058,4
3059,0
3060,0
3061,0
3062,2
3063,0
3064,1
3065,0
3066,0
3067,3
3068,0
3069,0
3070,0
3071,1
3072,2
3073,0
3074,4
3075,0
3076,0
3077,8
3078,0
3079,15
3080,3
3081,2
3082,3
3083,3
3084,6
3085,1
3086,5
3087,0
3088,0
3089,1
3090,1
3091,0
3092,1
3093,0
3094,2
3095,0
3096,0
3097,4
3098,0
3099,0
3100,0
3101,0
3102,1
3103,0
3104,0
3105,0
3106,1
3107,0
3108,0
3109,1
3110,0
3111,3
3112,0
3113,1
3114,0
3115,0
3116,0
3117,1
3118,0
3119,0
3120,2
3121,0
3122,0
3123,0
3124,3
3125,0
3126,0
3127,0
3128,0
3129,0
3130,0
3131,2
3132,4
3133,0
3134,1
3135,1
3136,2
3137,0
3138,0
3139,0
3140,0
3141,3
3142,2
3143,0
3144,0
3145,1
3146,0
3147,0
3148,0
3149,0
3150,0
3151,0
3152,1
3153,0
3154,0
3155,2
3156,0
3157,0
3158,0
3159,0
3160,0
3161,0
3162,0
3163,0
3164,0
3165,0
3166,0
3167,0
3168,2
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,0
3176,0
3177,1
3178,1
3179,0
3180,0
3181,7
3182,2
3183,0
3184,8
3185,0
3186,0
3187,0
3188,1
3189,0
3190,1
3191,2
3192,6
3193,0
3194,0
3195,1
3196,8
3197,0
3198,0
3199,2
3200,0
3201,0
3202,0
3203,2
3204,0
3205,3
3206,2
3207,0
3208,12
3209,0
3210,0
3211,0
3212,8
3213,0
3214,6
3215,0
3216,3
3217,4
3218,0
3219,0
3220,0
3221,0
3222,6
3223,6
3224,0
3225,1
3226,0
3227,7
3228,0
3229,2
3230,1
3231,5
3232,3
3233,0
3234,0
3235,0
3236,0
3237,5
3238,3
3239,0
3240,5
3241,11
3242,0
3243,0
3244,0
3245,0
3246,7
3247,0
3248,0
3249,0
3250,0
3251,1
3252,1
3253,0
3254,0
3255,0
3256,7
3257,0
3258,2
3259,5
3260,0
3261,8
3262,1
3263,0
3264,2
3265,0
3266,0
3267,1
3268,3
3269,0
3270,0
3271,0
3272,0
3273,0
3274,0
3275,0
3276,1
3277,0
3278,1
3279,0
3280,1
3281,0
3282,4
3283,0
3284,3
3285,4
3286,1
3287,0
3288,0
3289,11
3290,1
3291,4
3292,0
3293,0
3294,1
3295,3
3296,6
3297,5
3298,0
3299,1
3300,4
3301,5
3302,5
3303,2
3304,2
3305,3
3306,0
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,1
3314,0
3315,0
3316,0
3317,1
3318,1
3319,3
3320,0
3321,0
3322,3
3323,1
3324,3
3325,3
3326,2
3327,1
3328,0
3329,0
3330,2
3331,0
3332,0
3333,2
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,2
3346,0
3347,0
3348,1
3349,0
3350,0
3351,0
3352,0
3353,1
3354,1
3355,1
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,2
3363,2
3364,1
3365,0
3366,3
3367,0
3368,3
3369,0
3370,0
3371,1
3372,0
3373,0
3374,2
3375,0
3376,0
3377,0
3378,0
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,2
3390,0
3391,0
3392,0
3393,0
3394,0
3395,0
3396,0
3397,0
3398,0
3399,0
3400,0
3401,2
3402,2
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,1
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,1
3425,0
3426,4
3427,0
3428,0
3429,0
3430,0
3431,0
3432,4
3433,2
3434,0
3435,0
3436,0
3437,0
3438,0
3439,0
3440,1
3441,1
3442,0
3443,0
3444,2
3445,1
3446,1
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,0
3454,0
3455,0
3456,4
3457,0
3458,0
3459,0
3460,0
3461,2
3462,0
3463,0
3464,0
3465,0
3466,2
3467,1
3468,0
3469,0
3470,2
3471,0
3472,1
3473,0
3474,2
3475,0
3476,1
3477,3
3478,3
3479,6
3480,0
3481,0
3482,0
3483,0
3484,2
3485,6
3486,0
3487,0
3488,1
3489,2
3490,0
3491,0
3492,1
3493,1
3494,0
3495,1
3496,0
3497,0
3498,6
3499,1
3500,0
3501,0
3502,0
3503,1
3504,3
3505,1
3506,0
3507,2
3508,0
3509,2
3510,4
3511,0
3512,3
3513,0
3514,4
3515,4
3516,4
3517,0
3518,3
3519,4
3520,1
3521,0
3522,5
3523,0
3524,2
3525,1
3526,1
3527,0
3528,2
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0
3536,0
3537,3
3538,2
3539,1
3540,0
3541,1
3542,0
3543,0
3544,2
3545,0
3546,3
3547,3
3548,4
3549,1
3550,1
3551,0
3552,1
3553,1
3554,0
3555,0
3556,1
3557,1
3558,4
3559,1
3560,1
3561,1
3562,1
3563,2
3564,1
3565,3
3566,1
3567,0
3568,0
3569,0
3570,0
3571,0
3572,2
3573,2
3574,0
3575,1
3576,1
3577,4
3578,0
3579,2
3580,0
3581,1
3582,0
3583,2
3584,0
3585,0
3586,1
3587,2
3588,0
3589,4
3590,0
3591,0
3592,1
3593,0
3594,5
3595,2
3596,0
3597,0
3598,3
3599,0
3600,0
3601,4
3602,2
3603,2
3604,2
3605,0
3606,0
3607,1
3608,2
3609,2
3610,2
3611,2
3612,2
3613,2
3614,1
3615,2
3616,2
3617,0
3618,0
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,2
3632,1
3633,1
3634,1
3635,1
3636,0
3637,0
3638,5
3639,0
3640,0
3641,0
3642,5
3643,1
3644,2
3645,3
3646,2
3647,0
3648,0
3649,0
3650,2
3651,2
3652,0
3653,0
3654,0
3655,1
3656,0
3657,0
3658,0
3659,0
3660,0
3661,2
3662,1
3663,1
3664,2
3665,0
3666,2
3667,2
3668,0
3669,1
3670,0
3671,0
3672,0
3673,1
3674,0
3675,3
3676,0
3677,0
3678,0
3679,5
3680,1
3681,2
3682,1
3683,0
3684,1
3685,0
3686,0
3687,0
3688,0
3689,0
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,2
3698,1
3699,1
3700,1
3701,0
3702,0
3703,0
3704,8
3705,0
3706,1
3707,1
3708,3
3709,0
3710,2
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,5
3726,1
3727,3
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,2
3737,0
3738,0
3739,0
3740,0
3741,0
3742,2
3743,1
3744,2
3745,1
3746,0
3747,1
3748,1
3749,2
3750,0
3751,15
3752,1
3753,0
3754,1
3755,1
3756,0
3757,0
3758,0
3759,0
3760,0
3761,1
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,2
3797,0
3798,0
3799,1
3800,0
3801,0
3802,0
3803,1
3804,0
3805,1
3806,0
3807,1
3808,0
3809,0
3810,1
3811,0
3812,1
3813,0
3814,0
3815,0
3816,0
3817,0
3818,2
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,1
3826,1
3827,0
3828,0
3829,0
3830,2
3831,1
3832,1
3833,2
3834,0
3835,0
3836,2
3837,0
3838,0
3839,0
3840,0
3841,0
3842,1
3843,0
3844,0
3845,0
3846,0
3847,0
3848,2
3849,1
3850,1
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,3
3860,0
3861,0
3862,2
3863,2
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,1
3871,0
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,1
3879,0
3880,0
3881,0
3882,0
3883,3
3884,0
3885,0
3886,0
3887,0
3888,0
3889,5
3890,1
3891,0
3892,1
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,11
3920,3
3921,0
3922,15
3923,0
3924,5
3925,1
3926,0
3927,0
3928,0
3929,0
3930,3
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,0
3945,0
3946,0
3947,1
3948,1
3949,0
3950,3
3951,0
3952,5
3953,0
3954,4
3955,0
3956,6
3957,4
3958,2
3959,0
3960,0
3961,4
3962,0
3963,0
3964,0
3965,1
3966,1
3967,1
3968,4
3969,2
3970,1
3971,2
3972,0
3973,2
3974,0
3975,0
3976,2
3977,0
3978,0
3979,4
3980,5
3981,2
3982,0
3983,3
3984,0
3985,0
3986,5
3987,3
3988,2
3989,0
3990,0
3991,0
3992,1
3993,0
3994,3
3995,4
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,1
4003,0
4004,4
4005,0
4006,0
4007,0
4008,0
4009,0
4010,2
4011,0
4012,1
4013,2
4014,0
4015,0
4016,0
4017,4
4018,0
4019,0
4020,5
4021,2
4022,1
4023,1
4024,0
4025,0
4026,0
4027,1
4028,0
4029,0
4030,2
4031,0
4032,3
4033,0
4034,1
4035,0
4036,0
4037,4
4038,5
4039,0
4040,2
4041,5
4042,7
4043,0
4044,4
4045,0
4046,0
4047,0
4048,0
4049,0
4050,0
4051,0
4052,0
4053,8
4054,1
4055,0
4056,0
4057,0
4058,0
4059,0
4060,1
4061,0
4062,0
4063,0
4064,0
4065,0
4066,1
4067,0
4068,0
4069,0
4070,3
4071,0
4072,0
4073,0
4074,0
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,2
4087,0
4088,1
4089,2
4090,2
4091,0
4092,0
4093,0
4094,1
4095,0
4096,2
4097,0
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,2
4106,2
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,0
4114,0
4115,0
4116,1
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,4
4124,1
4125,5
4126,0
4127,0
4128,0
4129,1
4130,0
4131,1
4132,2
4133,0
4134,0
4135,2
4136,3
4137,3
4138,3
4139,1
4140,0
4141,0
4142,0
4143,0
4144,1
4145,0
4146,0
4147,7
4148,0
4149,2
4150,0
4151,0
4152,1
4153,0
4154,0
4155,0
4156,0
4157,0
4158,11
4159,2
4160,0
4161,0
4162,0
4163,0
4164,0
4165,0
4166,0
4167,0
4168,0
4169,0
4170,10
4171,0
4172,0
4173,0
4174,0
4175,2
4176,0
4177,0
4178,0
4179,0
4180,0
4181,1
4182,0
4183,6
4184,0
4185,0
4186,1
4187,1
4188,0
4189,0
4190,1
4191,0
4192,0
4193,0
4194,0
4195,0
4196,1
4197,1
4198,1
4199,1
4200,1
4201,1
4202,1
4203,1
4204,5
4205,10
4206,1
4207,1
4208,0
4209,0
4210,1
4211,1
4212,1
4213,1
4214,1
4215,1
4216,1
4217,1
4218,1
4219,3
4220,1
4221,1
4222,1
4223,1
4224,3
4225,1
4226,1
4227,0
4228,1
4229,2
4230,1
4231,1
4232,0
4233,1
4234,0
4235,1
4236,1
4237,1
4238,1
4239,0
4240,0
4241,0
4242,1
4243,1
4244,0
4245,0
4246,1
4247,1
4248,2
4249,2
4250,0
4251,1
4252,1
4253,0
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,1
4261,1
4262,1
4263,1
4264,3
4265,2
4266,1
4267,2
4268,1
4269,1
4270,1
4271,1
4272,1
4273,1
4274,1
4275,1
4276,2
4277,1
4278,1
4279,1
4280,0
4281,0
4282,1
4283,1
4284,1
4285,1
4286,2
4287,1
4288,0
4289,0
4290,0
4291,0
4292,0
4293,0
4294,1
4295,0
4296,2
4297,0
4298,1
4299,1
4300,0
4301,0
4302,0
4303,0
4304,0
4305,0
4306,0
4307,0
4308,1
4309,0
4310,0
4311,0
4312,0
4313,0
4314,1
4315,0
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,0
4327,0
4328,1
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,0
4336,0
4337,1
4338,2
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,2
4349,0
4350,0
4351,0
4352,4
4353,0
4354,0
4355,1
4356,0
4357,0
4358,2
4359,0
4360,0
4361,0
4362,0
4363,0
4364,0
4365,0
4366,0
4367,0
4368,1
4369,8
4370,12
4371,0
4372,0
4373,0
4374,0
4375,0
4376,0
4377,0
4378,0
4379,0
4380,0
4381,0
4382,0
4383,0
4384,4
4385,2
4386,2
4387,0
4388,0
4389,0
4390,1
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4404,0
4405,0
4406,0
4407,0
4408,0
4409,0
4410,0
4411,0
4412,0
4413,0
4414,1
4415,0
4416,0
4417,1
4418,2
4419,2
4420,3
4421,1
4422,0
4423,0
4424,0
4425,2
4426,0
4427,6
4428,2
4429,3
4430,2
4431,1
4432,2
4433,0
4434,3
4435,5
4436,0
4437,0
4438,3
4439,0
4440,0
4441,0
4442,2
4443,0
4444,2
4445,1
4446,1
4447,2
4448,0
4449,8
4450,0
4451,1
4452,1
4453,0
4454,1
4455,0
4456,2
4457,1
4458,0
4459,2
4460,0
4461,1
4462,2
4463,0
4464,1
4465,0
4466,1
4467,2
4468,2
4469,1
4470,0
4471,2
4472,25
4473,2
4474,0
4475,0
4476,0
4477,0
4478,0
4479,2
4480,0
4481,1
4482,2
4483,0
4484,0
4485,3
4486,1
4487,0
4488,5
4489,0
4490,3
4491,2
4492,0
4493,1
4494,0
4495,2
4496,0
4497,0
4498,1
4499,0
4500,3
4501,0
4502,6
4503,2
4504,1
4505,1
4506,0
4507,12
4508,0
4509,1
4510,18
4511,5
4512,3
4513,25
4514,4
4515,0
4516,0
4517,2
4518,0
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,2
4527,0
4528,0
4529,1
4530,0
4531,3
4532,0
4533,2
4534,0
4535,0
4536,0
4537,0
4538,0
4539,4
4540,0
4541,0
4542,1
4543,2
4544,0
4545,10
4546,3
4547,5
4548,0
4549,0
4550,0
4551,0
4552,0
4553,1
4554,9
4555,0
4556,3
4557,0
4558,0
4559,1
4560,0
4561,10
4562,2
4563,0
4564,0
4565,3
4566,0
4567,1
4568,1
4569,0
4570,0
4571,3
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4578,0
4579,0
4580,0
4581,0
4582,0
4583,3
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,2
4600,0
4601,0
4602,0
4603,0
4604,1
4605,6
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,4
4613,0
4614,0
4615,0
4616,0
4617,0
4618,0
4619,0
4620,1
4621,0
4622,1
4623,0
4624,0
4625,0
4626,0
4627,1
4628,0
4629,0
4630,3
4631,0
4632,1
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,1
4641,0
4642,0
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,1
4656,0
4657,0
4658,0
4659,0
4660,0
4661,0
4662,0
4663,1
4664,1
4665,0
4666,2
4667,0
4668,9
4669,0
4670,0
4671,2
4672,0
4673,0
4674,0
4675,1
4676,0
4677,3
4678,0
4679,0
4680,0
4681,1
4682,0
4683,0
4684,0
4685,0
4686,2
4687,0
4688,1
4689,1
4690,0
4691,1
4692,1
4693,0
4694,6
4695,3
4696,0
4697,2
4698,0
4699,1
4700,2
4701,0
4702,0
4703,0
4704,1
4705,0
4706,2
4707,3
4708,0
4709,0
4710,5
4711,0
4712,1
4713,0
4714,0
4715,4
4716,0
4717,1
4718,0
4719,6
4720,1
4721,1
4722,0
4723,2
4724,1
4725,1
4726,2
4727,4
4728,3
4729,5
4730,2
4731,7
4732,2
4733,4
4734,2
4735,0
4736,2
4737,0
4738,0
4739,0
4740,0
4741,1
4742,3
4743,1
4744,0
4745,1
4746,1
4747,0
4748,0
4749,0
4750,0
4751,2
4752,2
4753,0
4754,0
4755,2
4756,2
4757,0
4758,2
4759,0
4760,0
4761,0
4762,4
4763,0
4764,0
4765,0
4766,0
4767,0
4768,1
4769,2
4770,0
4771,2
4772,0
4773,0
4774,1
4775,0
4776,0
4777,2
4778,1
4779,0
4780,4
4781,2
4782,0
4783,0
4784,0
4785,1
4786,1
4787,0
4788,0
4789,1
4790,0
4791,0
4792,0
4793,0
4794,0
4795,1
4796,0
4797,1
4798,0
4799,1
4800,1
4801,1
4802,2
4803,0
4804,0
4805,3
4806,1
4807,2
4808,1
4809,3
4810,3
4811,0
4812,1
4813,1
4814,3
4815,2
4816,0
4817,1
4818,1
4819,0
4820,0
4821,0
4822,1
4823,0
4824,0
4825,1
4826,1
4827,0
4828,0
4829,6
4830,1
4831,0
4832,0
4833,0
4834,0
4835,0
4836,2
4837,0
4838,0
4839,0
4840,1
4841,1
4842,3
4843,0
4844,0
4845,0
4846,0
4847,4
4848,1
4849,0
4850,0
4851,3
4852,0
4853,7
4854,3
4855,9
4856,4
4857,0
4858,0
4859,1
4860,0
4861,0
4862,0
4863,4
4864,0
4865,1
4866,7
4867,2
4868,0
4869,0
4870,6
4871,0
4872,7
4873,1
4874,5
4875,0
4876,1
4877,1
4878,0
4879,1
4880,1
4881,1
4882,0
4883,0
4884,2
4885,0
4886,2
4887,0
4888,2
4889,3
4890,0
4891,0
4892,0
4893,0
4894,1
4895,2
4896,0
4897,2
4898,1
4899,2
4900,1
4901,1
4902,0
4903,0
4904,4
4905,1
4906,2
4907,0
4908,0
4909,0
4910,2
4911,10
4912,1
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,2
4920,0
4921,0
4922,0
4923,1
4924,0
4925,0
4926,0
4927,1
4928,0
4929,0
4930,0
4931,0
4932,0
4933,1
4934,0
4935,0
4936,0
4937,5
4938,0
4939,2
4940,2
4941,1
4942,1
4943,2
4944,0
4945,2
4946,1
4947,0
4948,0
4949,1
4950,2
4951,1
4952,0
4953,0
4954,3
4955,0
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,3
4964,3
4965,0
4966,0
4967,1
4968,1
4969,0
4970,0
4971,0
4972,0
4973,1
4974,0
4975,0
4976,2
4977,0
4978,0
4979,0
4980,0
4981,0
4982,1
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,0
4992,1
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
5000,2
5001,0
5002,0
5003,0
5004,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,1
5013,1
5014,1
5015,1
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,0
5099,0
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,0
5148,0
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,0
5166,0
5167,1
5168,0
5169,1
5170,0
5171,0
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,2
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,1
5186,0
5187,1
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,0
5200,1
5201,0
5202,0
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,2
5244,0
5245,2
5246,0
5247,0
5248,2
5249,0
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,0
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,0
5279,1
5280,0
5281,0
5282,0
5283,0
5284,0
5285,1
5286,0
5287,0
5288,0
5289,0
5290,0
5291,0
5292,0
5293,1
5294,1
5295,1
5296,0
5297,0
5298,2
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,1
5308,0
5309,0
5310,0
5311,0
5312,1
5313,0
5314,0
5315,0
5316,0
5317,0
5318,8
5319,1
5320,4
5321,4
5322,1
5323,2
5324,2
5325,2
5326,0
5327,2
5328,0
5329,0
5330,6
5331,0
5332,2
5333,0
5334,0
5335,3
5336,0
5337,0
5338,1
5339,0
5340,1
5341,0
5342,0
5343,0
5344,1
5345,1
5346,12
5347,1
5348,0
5349,0
5350,1
5351,1
5352,2
5353,0
5354,6
5355,0
5356,17
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,1
5364,2
5365,0
5366,0
5367,0
5368,2
5369,0
5370,0
5371,3
5372,0
5373,0
5374,0
5375,5
5376,0
5377,0
5378,1
5379,1
5380,1
5381,1
5382,0
5383,4
5384,4
5385,0
5386,3
5387,1
5388,0
5389,0
5390,0
5391,0
5392,2
5393,2
5394,1
5395,1
5396,2
5397,1
5398,0
5399,1
5400,0
5401,0
5402,2
5403,1
5404,7
5405,1
5406,0
5407,0
5408,0
5409,1
5410,0
5411,0
5412,0
5413,1
5414,1
5415,2
5416,2
5417,2
5418,0
5419,7
5420,2
5421,0
5422,2
5423,0
5424,0
5425,0
5426,0
5427,1
5428,0
5429,1
5430,0
5431,0
5432,7
5433,2
5434,0
5435,2
5436,1
5437,4
5438,7
5439,0
5440,0
5441,10
5442,1
5443,0
5444,2
5445,1
5446,0
5447,0
5448,0
5449,0
5450,0
5451,3
5452,0
5453,1
5454,2
5455,9
5456,4
5457,1
5458,1
5459,0
5460,0
5461,0
5462,1
5463,1
5464,0
5465,0
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,17
5473,2
5474,0
5475,1
5476,2
5477,0
5478,0
5479,0
5480,4
5481,0
5482,0
5483,0
5484,0
5485,0
5486,1
5487,1
5488,1
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,0
5578,0
5579,0
5580,0
5581,0
5582,0
5583,0
5584,0
5585,0
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,0
5652,0
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,0
5679,0
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5701,0
5702,0
5703,0
5704,0
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,0
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,0
